Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
kids-bear-costume,"Kids Bear Animal Costume","Includes one-piece Jumpsuit and a Back Zipper
A Head Mask with attached Ears
Material - Polyester jersey


The story of Goldilocks and the Three Bears is almost as common and well-known as apple pie and baseball. The three bears are a timeless classic that people of all ages can appreciate. Whether you want to go as part of the storybook classic or just a wild animal bear, this costume works great in all ways! The best part about this bear costume is that it is more affordable than any mascot bear costume and it’s s style you won’t find anywhere else, so you know you’ll have a unique costume.

Pls note that the picture could look slightly different from the actual piece.",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,62.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/bear-jersey.jpg?v=1624258631
halloween-spider-kids-costume,"Spider Kids Costume","The itsy-bitsy spider has been underestimated for too long. It's been years since she made her home in that water spout but here we are still singing about it. The thing is, she's not a spider to be trifled with. Even if you didn't know anything about this little arachnid, you could tell she's tough at one glance, it's all in the black and red color scheme! If your little spider is ready to take her web game to the next level, this spider costume is the perfect mix of spooky and fancy.","Chetna Trading","Apparel & Accessories > Clothing","Kids Costumes",true,,,Size,Small,continue,60.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150748486402632spider-girl.jpg?v=1581600112
kids-handyman-builder-costume,"Kids Handyman Builder Costume","Includes: a shirt that would fit most kids and a Cap
Comes with tool belt picture that depicts a hammer, screwdriver, pliers and wrench toys
Vest (Top) Size Length: 21.5 - 22cm
Chest width - 46.5cm front side
Ages: 3-8 Yrs

Gender: Unisex","Fulfilled by Emarkiz.com","Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,50.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/handyman-worker-1.png?v=1581600179
lady-pilot-uniform-girl-costume-with-skirt,"Lady Pilot Uniform Girl Costume with Skirt","Description
A high quality of woven cotton will form a pilot girl costume which you will wear to act as desired character.",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,103.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151128426300720ladypilot.jpg?v=1581600365
military-uniform-girl-dress-costume,"UAE Military Uniform Girl Dress Costume","Woven with cotton will form a Military Girl Skirt Uniform costume which you will wear to act as desired character. it will make you exciting and happy. Included items: Cap",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,70.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/military-girl-10_d91d191c-a632-44ae-a169-b9cebfd17f86.png?v=1581600432
military-uniform-boys-costume,"UAE Military Uniform Boys Costume","For Martyr Day and UAE Day! A high quality of woven cotton will form a military costume which you will wear to act as desired character. 
Included items: Cap, Bottle, Binoculars &amp; Gun",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,78.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150955069656642213_1024x1024_ec1674be-41a6-4043-bd75-71efcd8b8745.jpg?v=1581600453
girl-red-riding-hood-costume,"Girl Red Riding Hood Kids Costume","Includes Red &amp; White Dress with Puffed sleeves
Red Hooded-Cape
A Basket


Help Granny and save the day with this classic fairytale Red Riding Hood costume from our World Book Day Collection. This pretty dress boasts an attached hood and cape with an elasticated neckline and sleeves and a pretty red netted overlay to skirt.

Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,103.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148812932843381redridinghood.jpg?v=1581600532
military-uniform-girls-costume-with-pants,"UAE Military Uniform Girls Costume with Pants","Included - Cap &amp; Bottle





Description
The Military Uniform Girls Costume includes a camouflage shirt and pants. Accessories included - Cap, Bottle, Gun &amp; Binoculars",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,95.00,85.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151107280247129military-girl.jpg?v=1581600563
kids-wolf-costume,"Kids Wolf Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper
A Head Mask with attached Ears
Includes Feet flaps
Material - Jorsay/Polyester





Description
This Kids Wolf Costume could be a fun part of a fairy tale duo or group. Act out Little Red Riding Hood or The Three Little Pigs by getting a Riding Hood costume or 3 pig costumes for his friends or siblings! This is an easy jumpsuit with an attached tail, covered hands and feet and secures with a back button for easy on and off. This costume comes with a seperate head mask. A perfect costume for spending the night howling at the moon (Because your child was going to do that anyway, right?).
Perfect for any fancy dress party, World Book Day or School Play.  

Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,89.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148809765196807WOLF.jpg?v=1581542395
girl-pirate-kids-costume,"Girl Pirate Kids Costume","Fabric : Polyster &amp; Satin
Accessories - Dagger, Locket, Eye Pad


Many Children aspire to one day becoming a fearsome swash buckling pirate sailing the seven sea's on the quest for treasure with the fantastic range of Kid's Pirate fancy dress costumes, their dreams can become a reality. Whether they are looking to recreate Keira Knightly's classic look or would prefer to dress your child as a more classic looking storybook pirate girl, you could choose your child's favorite pirate costume at the best prices online.

Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,103.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148603581440459PIRATES_GIRL_280_1024x1024_21428560-8181-4080-b084-c8b75d271cca.jpg?v=1581541912
girl-princess-costume-pink,"Girl Princess Costume Pink","Color: Pink
Suitable For Ages 3 to 5 Years
Includes: Tiara/Crown, Scepter,Necklace and a Pair of Earrings


Each sparkling dress is personalized to tell the unique story of its corresponding Princess.
Includes:

Tiara/Crown
Scepter
Necklace
A Pair of Earrings","Fulfilled by Emarkiz.com","Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,60.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151921606536814pink-princess1.jpg?v=1614686853
uae-police-woman-officer-uniform-kids-costume,"UAE Police Woman Officer Uniform Kids Costume","Description
A high quality of woven cotton will form a officer girl costume which you will wear to act as desired character.",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,113.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150973968449394uaeofficer-girl.jpg?v=1581600854
america-captain-soldier-costume,"Captain America Avengers Kids Soldier Costume","Become the patriotic protector in our Classic Cap America Costume for boys, featuring a jumpsuit printed with the Cap's signature red and white stripes, white star and utility belt. A fabric hood with eye and mouth openings and a printed 'A,' and wings complete this costume! Shield not included.",Battery,"Apparel & Accessories > Clothing","Kids Costumes",true,,,Size,Small,continue,93.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/captain-america.png?v=1581600890
kids-nurse-costume-set,"Kids Nurse Costume Set","Ages: 3-8 Years                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Bring to life your kid's favorite character by letting them be that character they love!

It come with with the doctors coat, stethoscope, syringe, thermometer, Hat, blood pressure measurements and other tools.","Chetna Trading","Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,65.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1521279648621770968-_E6_8B_B7_E8_B4_9D.jpg?v=1581600963
uae-police-officer-brown-uniform-kids-costume,"UAE Police Officer Brown Uniform Kids Costume","A high quality of woven cotton will form a uae officer costume which you will wear to act as desired character.",Sharjah,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,99.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151107264211863uaeofficer-brown.jpg?v=1581543571
alladdin-boy-costume,"Alladdin Boy Costume","Includes: Top with Waistcoat, Bottoms &amp; Hat





Description

Costume Childrens Book Week Complete Outfit.
Also great for pantomime, theater productions and playing dress up.
Include Top with Waistcoat, Trousers, Hat.",Kostumes,"Apparel & Accessories > Clothing","Kids Costumes",true,,,,,continue,85.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1519653527703141.jpg?v=1581540989
mongoose-men-s-status-2-2-mountain-bike-bicycle,"Mongoose Men's Status 2.2 Mountain Bike Bicycle","21 Speed SRAM twist shifters with Shimano rear derailleur
Aluminum full suspension mountain style frame and front suspension fork
3 Pieces crank and alloy rims
Front and rear V brakes
Frame Color - Black
Frame Material - Aluminum
Recommended Age - Height from 4' to 5'
                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Navigate your favorite mountain path with the Mongoose® Men's Status 2.2 26' 21-Speed Mountain Bicycle. This bicycle features 26' alloy wheels with alloy rims and mountain tread tires for a smooth ride and a steel frame with full suspension to stand up to rugged terrain. Twist shifter controls allow you to easily customize your ride, and the padded seat offers comfort while you ride. Linear pull/V brakes.",Emsons/Spartan,"Apparel & Accessories > Clothing",adultbikes,true,,,,,continue,"1,699.00","1,599.00",https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147980444036937R5500A.jpg?v=1581601174
mongoose-26-men-s-beast-dozer-orange-bike-bicycle,"Mongoose 26"" Men's Beast-Dozer Orange Bike Bicycle","4' wide tires provide all-terrain grip
Alloy 4' wide wheel rims are durable and lightweight
Cruiser-style frame is built for your comfort
The all-terrain bike's high ground clearance enables riding in a variety of environments
Rear coaster brake enables sure stops
Three-piece crank
Recommended Age - Height from 4' to 5'
                                     
                                    
                                                                                    
                            
                            
                                    Description
                                Head on all-terrain adventures with the Mongoose 26' Men's Dozer Bicycle, which features alloy 4' wide wheel rims that add lightweight strength to the bike's design and incredible, 4' wide tires. The bike's cruiser-style frame is built with high ground clearance so you can take on a variety of terrain in comfort. The rear coaster brake provides reliable stopping power.",Emsons/Spartan,"Apparel & Accessories > Clothing",adultbikes,true,,,,,continue,"3,148.00","1,990.00",https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1519899716020741227666-102-z.jpg?v=1581601194
