Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
sheep-kids-velvet-animal-costume,"Sheep Kids Velvet Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Includes Feet Flaps and Hand Mittens Material - Velvet Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,3,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep-velvet_267c7754-99d6-4d53-a109-bffc28360015_1080x1080_pad_ffffff.jpg.jpg?v=1645794494
sheep-kids-velvet-animal-costume,"Sheep Kids Velvet Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Includes Feet Flaps and Hand Mittens Material - Velvet Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,3,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep-velvet_267c7754-99d6-4d53-a109-bffc28360015_1080x1080_pad_ffffff.jpg.jpg?v=1645794494
sheep-kids-velvet-animal-costume,"Sheep Kids Velvet Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Includes Feet Flaps and Hand Mittens Material - Velvet Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,1,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep-velvet_267c7754-99d6-4d53-a109-bffc28360015_1080x1080_pad_ffffff.jpg.jpg?v=1645794494
kids-velvet-bear-animal-costume,"Kids Velvet Bear Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper A Head Mask with attached Ears Includes Feet flaps Material - Polyester jersey The story of Goldilocks and the Three Bears is almost as common and well-known as apple pie and baseball. The three bears are a timeless classic that people of all ages can appreciate. Whether you want to go as part of the storybook classic or just a wild animal bear, this costume works great in all ways! The best part about this bear costume is that it is more affordable than any mascot bear costume and it’s s style you won’t find anywhere else, so you know you’ll have a unique costume. Pls note that the picture could look slightly different from the actual piece.",Sharjah,,,false,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/bear3_41b9f977-07af-46b0-82af-dc00fdf41e89_1_1080x1080_pad_ffffff.jpg.jpg?v=1645988165
kids-velvet-bear-animal-costume,"Kids Velvet Bear Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper A Head Mask with attached Ears Includes Feet flaps Material - Polyester jersey The story of Goldilocks and the Three Bears is almost as common and well-known as apple pie and baseball. The three bears are a timeless classic that people of all ages can appreciate. Whether you want to go as part of the storybook classic or just a wild animal bear, this costume works great in all ways! The best part about this bear costume is that it is more affordable than any mascot bear costume and it’s s style you won’t find anywhere else, so you know you’ll have a unique costume. Pls note that the picture could look slightly different from the actual piece.",Sharjah,,,false,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/bear3_41b9f977-07af-46b0-82af-dc00fdf41e89_1_1080x1080_pad_ffffff.jpg.jpg?v=1645988165
kids-velvet-bear-animal-costume,"Kids Velvet Bear Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper A Head Mask with attached Ears Includes Feet flaps Material - Polyester jersey The story of Goldilocks and the Three Bears is almost as common and well-known as apple pie and baseball. The three bears are a timeless classic that people of all ages can appreciate. Whether you want to go as part of the storybook classic or just a wild animal bear, this costume works great in all ways! The best part about this bear costume is that it is more affordable than any mascot bear costume and it’s s style you won’t find anywhere else, so you know you’ll have a unique costume. Pls note that the picture could look slightly different from the actual piece.",Sharjah,,,false,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/bear3_41b9f977-07af-46b0-82af-dc00fdf41e89_1_1080x1080_pad_ffffff.jpg.jpg?v=1645988165
kids-velvet-bear-animal-costume,"Kids Velvet Bear Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper A Head Mask with attached Ears Includes Feet flaps Material - Polyester jersey The story of Goldilocks and the Three Bears is almost as common and well-known as apple pie and baseball. The three bears are a timeless classic that people of all ages can appreciate. Whether you want to go as part of the storybook classic or just a wild animal bear, this costume works great in all ways! The best part about this bear costume is that it is more affordable than any mascot bear costume and it’s s style you won’t find anywhere else, so you know you’ll have a unique costume. Pls note that the picture could look slightly different from the actual piece.",Sharjah,,,false,,,,,shopify,1,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/bear3_41b9f977-07af-46b0-82af-dc00fdf41e89_1_1080x1080_pad_ffffff.jpg.jpg?v=1645988165
horse-velvet-kids-animal-costume,"Horse Velvet Kids Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper Separate Head mask with attached Ears & Mane with Opening for the Eyes Includes Feet flaps Material - Velvet, Polyester Mix Child Horse Costume comes complete with an All in One Jumpsuit with separate Feet Covers and Mitten Hands. The Jumpsuit also includes an attached Tail. Completing the Outfit with the Character complete Headpiece with attached Ears and Mane, with an opening for the Eyes. Your little horse will make an adorable addition to any barnyard-themed shenanigans! Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,2-3,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/horse-costume_1080x1080_pad_ffffff.jpg.jpg?v=1645971532
horse-velvet-kids-animal-costume,"Horse Velvet Kids Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper Separate Head mask with attached Ears & Mane with Opening for the Eyes Includes Feet flaps Material - Velvet, Polyester Mix Child Horse Costume comes complete with an All in One Jumpsuit with separate Feet Covers and Mitten Hands. The Jumpsuit also includes an attached Tail. Completing the Outfit with the Character complete Headpiece with attached Ears and Mane, with an opening for the Eyes. Your little horse will make an adorable addition to any barnyard-themed shenanigans! Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,4-5,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/horse-costume_1080x1080_pad_ffffff.jpg.jpg?v=1645971532
horse-velvet-kids-animal-costume,"Horse Velvet Kids Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper Separate Head mask with attached Ears & Mane with Opening for the Eyes Includes Feet flaps Material - Velvet, Polyester Mix Child Horse Costume comes complete with an All in One Jumpsuit with separate Feet Covers and Mitten Hands. The Jumpsuit also includes an attached Tail. Completing the Outfit with the Character complete Headpiece with attached Ears and Mane, with an opening for the Eyes. Your little horse will make an adorable addition to any barnyard-themed shenanigans! Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,6-7,,,shopify,3,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/horse-costume_1080x1080_pad_ffffff.jpg.jpg?v=1645971532
horse-velvet-kids-animal-costume,"Horse Velvet Kids Animal Costume","Includes one-piece Jumpsuit with hands covered and a Back Zipper Separate Head mask with attached Ears & Mane with Opening for the Eyes Includes Feet flaps Material - Velvet, Polyester Mix Child Horse Costume comes complete with an All in One Jumpsuit with separate Feet Covers and Mitten Hands. The Jumpsuit also includes an attached Tail. Completing the Outfit with the Character complete Headpiece with attached Ears and Mane, with an opening for the Eyes. Your little horse will make an adorable addition to any barnyard-themed shenanigans! Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,8-9,,,shopify,3,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/horse-costume_1080x1080_pad_ffffff.jpg.jpg?v=1645971532
sheep-kids-animal-costume,"Sheep Kids Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Material - Jorsey, Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Completing the outfit with the Headpiece with attached Ears and Horns and an opening for the Eyes. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,3,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep_6ec99fdc-ad9d-472e-8e77-d1ab4bb55317_1080x1080_pad_ffffff.jpg.jpg?v=1645794508
sheep-kids-animal-costume,"Sheep Kids Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Material - Jorsey, Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Completing the outfit with the Headpiece with attached Ears and Horns and an opening for the Eyes. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,3,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep_6ec99fdc-ad9d-472e-8e77-d1ab4bb55317_1080x1080_pad_ffffff.jpg.jpg?v=1645794508
sheep-kids-animal-costume,"Sheep Kids Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Material - Jorsey, Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Completing the outfit with the Headpiece with attached Ears and Horns and an opening for the Eyes. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,3,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep_6ec99fdc-ad9d-472e-8e77-d1ab4bb55317_1080x1080_pad_ffffff.jpg.jpg?v=1645794508
sheep-kids-animal-costume,"Sheep Kids Animal Costume","Includes one-piece Jumpsuit and a Back Zipper Separate Head mask with attached Ears & Horns with Opening for the Eyes Material - Jorsey, Polyester Mix Child Sheep Costume comes complete with an All in One Jumpsuit. The Jumpsuit also includes an attached Tail. Completing the outfit with the Headpiece with attached Ears and Horns and an opening for the Eyes. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,,,,,shopify,3,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/sheep_6ec99fdc-ad9d-472e-8e77-d1ab4bb55317_1080x1080_pad_ffffff.jpg.jpg?v=1645794508
saante-jasmine-after-bath-body-oil,"Saante Jasmine After Bath Natural Body Oil - 100ml","This pure and organic after bath body oil will gently hydrate your skin. To boost hydration, apply a few more drops of body oil to your damp skin when you hop out, leaving the skin smelling floral and shinier and smoother as ever.Size: 100 ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,10,continue,110.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/jasminebodyoil_5e56220c-e860-49df-9bfa-d65e68faa54b_1080x1080_pad_ffffff.jpg.jpg?v=1647427706
saante-hair-spritz-jasmine,"Saante Hair Spritz Jasmine - 100ml","This natural hair spritz will smoothes the hair while adding incredible shine, making it perfect for a flexible and long-lasting hold. Also, it doubles as a heat protectant from the sun and styling tools. Make sure you spray the spritz evenly on damp or dry hair to prevent heat damage before styling. Size: 100ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,10,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Saante_Hair_Spritz_Jasmine_-_100ml_2_62a59b56-8af8-4051-ba19-af596a8841b3_1_1080x1080_pad_ffffff.jpg.jpg?v=1646394549
nanoleaf-light-panels-smarter-kit-rhythm-edition-9-panels-1-controller,"NANOLEAF Light Panels Smarter Kit - Rhythm Edition - (9 panels + 1 controller)","Create own design of LED strip lights transforms your favorite songs into dancing symphonies of color and light. Create the perfect ambience in any space. Built in sound sensors to automatically pick up on audio And Touch sensitive panels, Make fancy wall lights work with the free Nanoleaf Smarter Series app, Amazon Echo, Google Home & Assistant, Siri, HomeKit Customize more than 16 million colors and animations with no-holes, no-hassle installation of the LED lights panels IFTTT Supports up to 30 light panels in a single system Includes: 9 panels + 1 controller The minimalist and unique geometric design of LED light not only illuminate but also decorate your house. Widely used, can be placed in the living room, bedroom, study, restaurant, hotel, etc.",Shift,,,false,,,,,shopify,10,continue,"1,299.00",779.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/NANOLEAFLightPanelsSmarterKitRhythmEdition_9panels_1controller_2_1080x1080_pad_ffffff.png.jpg?v=1650876969
